food_id,canonical_name,canonical_name_original,primary_category,serving_type,serving_size_g,serving_size_min_g,serving_size_max_g,serving_size_confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,available_carbs_per100g,gl_per100g_median,gl_per100g_min,gl_per100g_max,serving_size_per100g_g,portion_serving_key,available_carbs_portion_median,available_carbs_portion_min,available_carbs_portion_max,Serving size G,Serving size min ,Serving Size Max,Serving size confidence
INDWEB_0227,Payasam (palada),Payasam (palada),Sweets & desserts,piece,100,100,100,0.75,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,21.86,21.86,21.86,High,0.68,32.0,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Apple Pie' (food_id=WEST_IN_0235).",32.0,21.86,21.86,21.86,100.0,portion_100g,32.0,32.0,32.0,71.0,53.0,89.0,0.7
INDWEB_0228,Modak (ukadiche),Modak (ukadiche),Sweets & desserts,piece,100,100,100,0.75,85.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,36.43,36.43,36.43,High,0.58,42.86,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Modak' (food_id=T3_0130).",42.86,36.43,36.43,36.43,100.0,portion_100g,42.86,42.86,42.86,62.0,46.0,78.0,0.7
INDWEB_0229,Puran poli,Puran poli,Sweets & desserts,piece,100,100,100,0.75,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.05,13.05,13.05,Medium,0.72,18.67,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Veg' (food_id=WEST_IN_0093).",18.67,13.05,13.05,13.05,100.0,portion_100g,18.67,18.67,18.67,61.0,45.0,77.0,0.7
INDWEB_0230,Chikki (peanut),Chikki (peanut),Sweets & desserts,portion,100,100,100,0.75,68.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,15.62,15.62,15.62,Medium,0.72,22.67,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Paneer Tikka' (food_id=WEST_IN_0069).",22.67,15.62,15.62,15.62,100.0,portion_100g,22.67,22.67,22.67,150.0,105.0,195.0,0.6
INDWEB_0231,Chikki (sesame/til),Chikki (sesame/til),Sweets & desserts,piece,100,100,100,0.75,83.1,Henry et al. GI tables (non-Indian cohort),14.79,14.79,14.79,Medium,0.88,17.8,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Polished Rice' (food_id=NONIND_0148).",17.8,14.79,14.79,14.79,100.0,portion_100g,17.8,17.8,17.8,63.0,47.0,79.0,0.7
INDWEB_0232,Gajak,Gajak,Sweets & desserts,piece,100,100,100,0.75,44.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 118; n=50 Glucose/2h; ref food/time: Grainsflourchapatti participants; portion 116.34 g provides 50 g available carbs (table page 21).",12.61,12.61,12.61,Medium,0.9,28.67,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Popped Amaranth' (food_id=IND_HENRY2021_617).",28.67,12.61,12.61,12.61,100.0,portion_100g,28.67,28.67,28.67,62.0,46.0,78.0,0.7
INDWEB_0233,Revdi,Revdi,Sweets & desserts,piece,100,100,100,0.75,44.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 118; n=50 Glucose/2h; ref food/time: Grainsflourchapatti participants; portion 116.34 g provides 50 g available carbs (table page 21).",12.61,12.61,12.61,Medium,0.9,28.67,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Popped Amaranth' (food_id=IND_HENRY2021_617).",28.67,12.61,12.61,12.61,100.0,portion_100g,28.67,28.67,28.67,62.0,46.0,78.0,0.7
INDWEB_0234,Banana fritters (pazham pori),Banana fritters (pazham pori),Sweets & desserts,piece,100,100,100,0.75,43.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 25 g available carbs (table page 21).",7.45,7.45,7.45,Low,0.45,17.33,"Per-100g values proxy-mapped to validated source item 'Banana' (food_id=IND_HENRY2021_605); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=120g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",17.33,7.45,7.45,7.45,100.0,portion_100g,17.33,17.33,17.33,81.0,63.0,99.0,0.75
INDWEB_0235,Unniyappam,Unniyappam,Sweets & desserts,piece,100,100,100,0.75,44.4,Henry et al. GI tables (non-Indian cohort),7.9,7.9,7.9,Low,0.88,17.8,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pittu with Greenleafy Curry' (food_id=NONIND_0682).",17.8,7.9,7.9,7.9,100.0,portion_100g,17.8,17.8,17.8,60.0,44.0,75.0,0.7
INDWEB_0236,Masala chai (tea with milk & spices),Masala chai (tea with milk & spices),Beverages,glass,200,200,200,0.9,50.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #625",28.8,28.8,28.8,High,0.45,28.8,"Per-100g values proxy-mapped to validated source item 'Bebe Dobre Rano with Milk' (food_id=T1_0625); mapping_score=0.20; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",28.8,14.4,14.4,14.4,100.0,cup_200ml,57.6,57.6,57.6,250.0,200.0,300.0,0.75
INDWEB_0237,Ginger tea,Ginger tea,Beverages,cup,200,200,200,0.9,65.0,Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008).,9.1,9.1,9.1,Low,0.43,7.0,"Per-100g values proxy-mapped to validated source item 'Iced Tea' (food_id=WEST_IN_0265); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",7.0,4.55,4.55,4.55,100.0,cup_200ml,14.0,14.0,14.0,150.0,120.0,180.0,0.7
INDWEB_0238,Black tea (unsweetened),Black tea (unsweetened),Beverages,cup,200,200,200,0.9,65.0,Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008).,9.1,9.1,9.1,Low,0.43,7.0,"Per-100g values proxy-mapped to validated source item 'Iced Tea' (food_id=WEST_IN_0265); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",7.0,4.55,4.55,4.55,100.0,cup_200ml,14.0,14.0,14.0,150.0,120.0,180.0,0.7
INDWEB_0239,Green tea (unsweetened),Green tea (unsweetened),Beverages,piece,200,200,200,0.9,31.4,Henry et al. GI tables (non-Indian cohort),10.64,10.64,10.64,Medium,0.45,16.93,"Per-100g values proxy-mapped to validated source item 'Green Gram' (food_id=NONIND_0621); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",16.93,5.32,5.32,5.32,100.0,cup_200ml,33.86,33.86,33.86,72.0,55.0,90.0,0.6
INDWEB_0240,Filter coffee (south Indian),Filter coffee (south Indian),Beverages,portion,200,200,200,0.9,30.0,Proxy GI anchor: milk from International GI Tables (Atkinson 2008).,1.6,1.6,1.6,Low,0.43,2.67,"Per-100g values proxy-mapped to validated source item 'Cold Coffee' (food_id=WEST_IN_0263); mapping_score=0.20; mapping_tier=low. Converted from source serving_size_g=300g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",2.67,0.8,0.8,0.8,100.0,cup_200ml,5.34,5.34,5.34,164.0,117.0,211.0,0.55
INDWEB_0241,Instant coffee with milk,Instant coffee with milk,Beverages,glass,200,200,200,0.9,67.0,Henry et al. GI tables (non-Indian cohort),23.54,23.54,23.54,High,0.45,17.56,"Per-100g values proxy-mapped to validated source item 'Instant Sweet Milk Bun' (food_id=NONIND_0533); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",17.56,11.77,11.77,11.77,100.0,cup_200ml,35.12,35.12,35.12,250.0,200.0,300.0,0.75
INDWEB_0242,Cold coffee (sweetened),Cold coffee (sweetened),Beverages,glass,200,200,200,0.9,30.0,Proxy GI anchor: milk from International GI Tables (Atkinson 2008).,1.6,1.6,1.6,Low,0.66,2.67,"Per-100g values proxy-mapped to validated source item 'Cold Coffee' (food_id=WEST_IN_0263); mapping_score=0.67; mapping_tier=high. Converted from source serving_size_g=300g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",2.67,0.8,0.8,0.8,100.0,cup_200ml,5.34,5.34,5.34,255.0,204.0,307.0,0.7
INDWEB_0243,Lemon tea,Lemon tea,Beverages,cup,200,200,200,0.9,65.0,Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008).,9.1,9.1,9.1,Low,0.43,7.0,"Per-100g values proxy-mapped to validated source item 'Iced Tea' (food_id=WEST_IN_0265); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",7.0,4.55,4.55,4.55,100.0,cup_200ml,14.0,14.0,14.0,150.0,120.0,180.0,0.7
INDWEB_0244,Salted buttermilk (chaas),Salted buttermilk (chaas),Beverages,plate,200,200,200,0.9,20.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #491",7.46,7.46,7.46,Low,0.45,18.67,"Per-100g values proxy-mapped to validated source item 'Barley Pot Boiled in Salted Water' (food_id=T1_0491); mapping_score=0.12; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",18.67,3.73,3.73,3.73,100.0,glass_200ml,37.34,37.34,37.34,152.0,121.0,182.0,0.7
INDWEB_0245,Sweet lassi,Sweet lassi,Beverages,portion,200,200,200,0.9,55.0,Henry et al. GI tables (non-Indian cohort),14.66,14.66,14.66,Medium,0.45,13.33,"Per-100g values proxy-mapped to validated source item 'Sweet Corn' (food_id=NONIND_0415); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",13.33,7.33,7.33,7.33,100.0,glass_200ml,26.66,26.66,26.66,150.0,105.0,195.0,0.55
INDWEB_0246,Salted lassi,Salted lassi,Beverages,plate,200,200,200,0.9,20.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #491",7.46,7.46,7.46,Low,0.45,18.67,"Per-100g values proxy-mapped to validated source item 'Barley Pot Boiled in Salted Water' (food_id=T1_0491); mapping_score=0.14; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",18.67,3.73,3.73,3.73,100.0,glass_200ml,37.34,37.34,37.34,151.0,121.0,182.0,0.6
INDWEB_0247,Mango lassi,Mango lassi,Beverages,piece,200,200,200,0.9,35.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 25 g available carbs (table page 21).",7.28,7.28,7.28,Low,0.64,10.4,"Per-100g values proxy-mapped to validated source item 'Mango' (food_id=IND_HENRY2021_606); mapping_score=0.50; mapping_tier=medium. Converted from source serving_size_g=200g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",10.4,3.64,3.64,3.64,100.0,glass_200ml,20.8,20.8,20.8,112.0,84.0,139.0,0.7
INDWEB_0248,Coconut water,Coconut water,Beverages,glass,200,200,200,0.9,35.0,Henry et al. GI tables (non-Indian cohort),43.22,43.22,43.22,High,0.45,61.73,"Per-100g values proxy-mapped to validated source item 'Coconut Sapsugar' (food_id=NONIND_0299); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",61.73,21.61,21.61,21.61,100.0,glass_200ml,123.46,123.46,123.46,250.0,200.0,300.0,0.7
INDWEB_0249,Sugarcane juice,Sugarcane juice,Beverages,glass,200,200,200,0.9,61.0,Henry et al. GI tables (non-Indian cohort),5.86,5.86,5.86,Low,0.45,4.8,"Per-100g values proxy-mapped to validated source item 'Yacon Juice' (food_id=NONIND_0277); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",4.8,2.93,2.93,2.93,100.0,glass_200ml,9.6,9.6,9.6,250.0,200.0,300.0,0.7
INDWEB_0250,Lassi (rose),Lassi (rose),Beverages,plate,200,200,200,0.9,75.7,Henry et al. GI tables (non-Indian cohort),45.42,45.42,45.42,High,0.88,30.0,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Steam Glutinous Rice' (food_id=NONIND_0379).",30.0,22.71,22.71,22.71,100.0,glass_200ml,60.0,60.0,60.0,150.0,120.0,180.0,0.7
INDWEB_0251,Aam panna,Aam panna,Beverages,portion,200,200,200,0.9,56.0,Henry et al. GI tables (non-Indian cohort),38.9,38.9,38.9,High,0.88,34.73,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza' (food_id=NONIND_0788).",34.73,19.45,19.45,19.45,100.0,glass_200ml,69.46,69.46,69.46,150.0,105.0,195.0,0.6
INDWEB_0252,Jaljeera,Jaljeera,Beverages,katori,200,200,200,0.9,44.4,Henry et al. GI tables (non-Indian cohort),15.8,15.8,15.8,Medium,0.88,17.8,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pittu with Greenleafy Curry' (food_id=NONIND_0682).",17.8,7.9,7.9,7.9,100.0,glass_200ml,35.6,35.6,35.6,150.0,120.0,180.0,0.7
INDWEB_0253,Nimbu pani (sweetened),Nimbu pani (sweetened),Beverages,plate,200,200,200,0.9,86.0,Henry et al. GI tables (non-Indian cohort),22.92,22.92,22.92,High,0.88,13.33,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Polishedbrown Rice' (food_id=NONIND_0069).",13.33,11.46,11.46,11.46,100.0,glass_200ml,26.66,26.66,26.66,150.0,120.0,180.0,0.7
INDWEB_0254,Nimbu pani (salted),Nimbu pani (salted),Beverages,portion,200,200,200,0.9,20.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #491",7.46,7.46,7.46,Low,0.45,18.67,"Per-100g values proxy-mapped to validated source item 'Barley Pot Boiled in Salted Water' (food_id=T1_0491); mapping_score=0.12; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",18.67,3.73,3.73,3.73,100.0,glass_200ml,37.34,37.34,37.34,150.0,105.0,195.0,0.55
INDWEB_0255,Thandai,Thandai,Beverages,piece,200,200,200,0.9,90.0,Henry et al. GI tables (non-Indian cohort),18.9,18.9,18.9,Medium,0.88,10.5,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Plain Steam Sevai Roll' (food_id=NONIND_0526).",10.5,9.45,9.45,9.45,100.0,glass_200ml,21.0,21.0,21.0,68.0,51.0,85.0,0.7
INDWEB_0256,Soft drink (cola),Soft drink (cola),Beverages,glass,200,200,200,0.9,62.0,Henry et al. GI tables (non-Indian cohort),6.28,6.28,6.28,Low,0.45,5.07,"Per-100g values proxy-mapped to validated source item 'Barley Drink' (food_id=NONIND_0018); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",5.07,3.14,3.14,3.14,100.0,glass_200ml,10.14,10.14,10.14,250.0,200.0,300.0,0.7
INDWEB_0257,Packaged fruit juice (orange),Packaged fruit juice (orange),Beverages,glass,200,200,200,0.9,52.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 10 g available carbs (table page 21).",6.64,6.64,6.64,Low,0.45,6.38,"Per-100g values proxy-mapped to validated source item 'Orange' (food_id=IND_HENRY2021_608); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=130g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",6.38,3.32,3.32,3.32,100.0,glass_200ml,12.76,12.76,12.76,250.0,200.0,300.0,0.7
INDWEB_0258,Packaged fruit juice (mango),Packaged fruit juice (mango),Beverages,piece,200,200,200,0.9,32.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #865",2.08,2.08,2.08,Low,0.45,3.25,"Per-100g values proxy-mapped to validated source item 'Yoghurt Tropical Fruit Mango' (food_id=T1_0865); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=200g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",3.25,1.04,1.04,1.04,100.0,glass_200ml,6.5,6.5,6.5,124.0,93.0,155.0,0.7
INDWEB_0259,Milk (toned),Milk (toned),Beverages,glass,200,200,200,0.9,51.0,Proxy GI anchor: milk from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,7.34,7.34,7.34,Low,0.43,7.2,"Per-100g values proxy-mapped to validated source item 'Milk Shake' (food_id=WEST_IN_0268); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",7.2,3.67,3.67,3.67,100.0,glass_200ml,14.4,14.4,14.4,250.0,200.0,300.0,0.75
INDWEB_0260,Milk (full cream),Milk (full cream),Beverages,glass,200,200,200,0.9,51.0,Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). + Proxy GI anchor: milk from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,48.96,48.96,48.96,High,0.37,48.0,"Per-100g values proxy-mapped to validated source item 'Ice Cream' (food_id=WEST_IN_0251); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=50g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",48.0,24.48,24.48,24.48,100.0,glass_200ml,96.0,96.0,96.0,250.0,200.0,300.0,0.7
INDWEB_0261,Milk (skim),Milk (skim),Beverages,glass,200,200,200,0.9,51.0,Proxy GI anchor: milk from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,7.34,7.34,7.34,Low,0.43,7.2,"Per-100g values proxy-mapped to validated source item 'Milk Shake' (food_id=WEST_IN_0268); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",7.2,3.67,3.67,3.67,100.0,glass_200ml,14.4,14.4,14.4,250.0,200.0,300.0,0.75
INDWEB_0262,"Curd (dahi, plain)","Curd (dahi, plain)",Dairy,portion,100,100,100,0.75,60.0,Henry et al. GI tables (non-Indian cohort),8.95,8.95,8.95,Low,0.45,14.92,"Per-100g values proxy-mapped to validated source item 'Plain Wheat Noodles' (food_id=NONIND_0074); mapping_score=0.20; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",14.92,8.95,8.95,8.95,100.0,portion_100g,14.92,14.92,14.92,150.0,105.0,195.0,0.55
INDWEB_0263,Greek yogurt (plain),Greek yogurt (plain),Dairy,piece,100,100,100,0.75,60.0,Henry et al. GI tables (non-Indian cohort),8.95,8.95,8.95,Low,0.45,14.92,"Per-100g values proxy-mapped to validated source item 'Plain Wheat Noodles' (food_id=NONIND_0074); mapping_score=0.20; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",14.92,8.95,8.95,8.95,100.0,portion_100g,14.92,14.92,14.92,74.0,55.0,92.0,0.7
INDWEB_0264,Raita (boondi),Raita (boondi),Dairy,plate,100,100,100,0.75,83.1,Henry et al. GI tables (non-Indian cohort),14.79,14.79,14.79,Medium,0.88,17.8,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Polished Rice' (food_id=NONIND_0148).",17.8,14.79,14.79,14.79,100.0,portion_100g,17.8,17.8,17.8,153.0,122.0,183.0,0.7
INDWEB_0265,Raita (cucumber),Raita (cucumber),Dairy,portion,100,100,100,0.75,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.72,11.72,11.72,Medium,0.41,16.5,"Per-100g values proxy-mapped to validated source item 'Panini Cucumber' (food_id=WEST_IN_0157); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=200g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",16.5,11.72,11.72,11.72,100.0,portion_100g,16.5,16.5,16.5,157.0,112.0,202.0,0.6
INDWEB_0266,Raita (onion),Raita (onion),Dairy,portion,100,100,100,0.75,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,14.2,14.2,14.2,Medium,0.41,20.0,"Per-100g values proxy-mapped to validated source item 'Onion Rings' (food_id=WEST_IN_0230); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",20.0,14.2,14.2,14.2,100.0,portion_100g,20.0,20.0,20.0,150.0,105.0,195.0,0.6
INDWEB_0267,Paneer (plain),Paneer (plain),Dairy,portion,100,100,100,0.75,69.5,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,11.59,11.59,11.59,Medium,0.41,16.67,"Per-100g values proxy-mapped to validated source item 'Burger Paneer' (food_id=WEST_IN_0120); mapping_score=0.41; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",16.67,11.59,11.59,11.59,100.0,portion_100g,16.67,16.67,16.67,150.0,105.0,195.0,0.6
INDWEB_0268,Tofu (plain),Tofu (plain),Dairy,piece,100,100,100,0.75,60.0,Henry et al. GI tables (non-Indian cohort),8.95,8.95,8.95,Low,0.45,14.92,"Per-100g values proxy-mapped to validated source item 'Plain Wheat Noodles' (food_id=NONIND_0074); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",14.92,8.95,8.95,8.95,100.0,portion_100g,14.92,14.92,14.92,74.0,56.0,93.0,0.7
INDWEB_0269,Cheese slice,Cheese slice,Dairy,portion,100,100,100,0.75,95.0,Henry et al. GI tables (non-Indian cohort),60.92,60.92,60.92,High,0.45,64.13,"Per-100g values proxy-mapped to validated source item 'Cheese Bun' (food_id=NONIND_0008); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",64.13,60.92,60.92,60.92,100.0,portion_100g,64.13,64.13,64.13,150.0,105.0,195.0,0.6
